,zip,primary_city,state,county,latitude,longitude
21082,48094,Washington,MI,Macomb County,42.72,-83.03
21083,48095,Washington,MI,Macomb County,42.78,-83.05
21084,48096,Ray,MI,Macomb County,42.78,-82.93
21085,48097,Yale,MI,St. Clair County,43.12,-82.79
21086,48098,Troy,MI,Oakland County,42.6,-83.18
21087,48099,Troy,MI,Oakland County,42.58,-83.14
21088,48101,Allen Park,MI,Wayne County,42.25,-83.21
21089,48103,Ann Arbor,MI,Washtenaw County,42.26,-83.85
21090,48104,Ann Arbor,MI,Washtenaw County,42.27,-83.73
21091,48105,Ann Arbor,MI,Washtenaw County,42.33,-83.7
21092,48106,Ann Arbor,MI,Washtenaw County,42.27,-83.73
21093,48107,Ann Arbor,MI,Washtenaw County,42.27,-83.73
21094,48108,Ann Arbor,MI,Washtenaw County,42.22,-83.73
21095,48109,Ann Arbor,MI,Washtenaw County,42.29,-83.71
21096,48110,Azalia,MI,Monroe County,42.01,-83.66
21097,48111,Belleville,MI,Wayne County,42.2,-83.48
21098,48112,Belleville,MI,Wayne County,42.2,-83.48
21099,48113,Ann Arbor,MI,Washtenaw County,42.27,-83.73
21100,48114,Brighton,MI,Livingston County,42.57,-83.75
21101,48115,Bridgewater,MI,Washtenaw County,42.16,-83.89
21102,48116,Brighton,MI,Livingston County,42.53,-83.78
21103,48117,Carleton,MI,Monroe County,42.05,-83.38
21104,48118,Chelsea,MI,Washtenaw County,42.31,-84.02
21105,48120,Dearborn,MI,Wayne County,42.31,-83.21
21106,48121,Dearborn,MI,Wayne County,42.31,-83.21
21107,48122,Melvindale,MI,Wayne County,42.28,-83.17
21108,48123,Dearborn,MI,Wayne County,42.31,-83.21
21109,48124,Dearborn,MI,Wayne County,42.3,-83.25
21110,48125,Dearborn Heights,MI,Wayne County,42.28,-83.26
21111,48126,Dearborn,MI,Wayne County,42.33,-83.18
21112,48127,Dearborn Heights,MI,Wayne County,42.34,-83.28
21113,48128,Dearborn,MI,Wayne County,42.32,-83.26
21114,48130,Dexter,MI,Washtenaw County,42.33,-83.87
21115,48131,Dundee,MI,Monroe County,41.95,-83.66
21116,48133,Erie,MI,Monroe County,41.79,-83.49
21117,48134,Flat Rock,MI,Wayne County,42.1,-83.27
21118,48135,Garden City,MI,Wayne County,42.32,-83.34
21119,48136,Garden City,MI,Wayne County,42.32,-83.34
21120,48137,Gregory,MI,Livingston County,42.45,-84.08
21121,48138,Grosse Ile,MI,Wayne County,42.13,-83.15
21122,48139,Hamburg,MI,Livingston County,42.45,-83.81
21123,48140,Ida,MI,Monroe County,41.91,-83.57
21124,48141,Inkster,MI,Wayne County,42.29,-83.31
21125,48143,Lakeland,MI,Livingston County,42.46,-83.85
21126,48144,Lambertville,MI,Monroe County,41.74,-83.62
21127,48145,La Salle,MI,Monroe County,41.86,-83.45
21128,48146,Lincoln Park,MI,Wayne County,42.24,-83.18
21129,48150,Livonia,MI,Wayne County,42.37,-83.38
21130,48151,Livonia,MI,Wayne County,42.39,-83.37
21131,48152,Livonia,MI,Wayne County,42.42,-83.37
21132,48153,Livonia,MI,Wayne County,42.39,-83.37
21133,48154,Livonia,MI,Wayne County,42.39,-83.37
21134,48157,Luna Pier,MI,Monroe County,41.81,-83.44
21135,48158,Manchester,MI,Washtenaw County,42.14,-84.03
21136,48159,Maybee,MI,Monroe County,42.0,-83.51
21137,48160,Milan,MI,Washtenaw County,42.08,-83.68
21138,48161,Monroe,MI,Monroe County,41.91,-83.38
21139,48162,Monroe,MI,Monroe County,41.96,-83.43
21140,48164,New Boston,MI,Wayne County,42.14,-83.36
21141,48165,New Hudson,MI,Oakland County,42.5,-83.61
21142,48166,Newport,MI,Monroe County,42.0,-83.3
21143,48167,Northville,MI,Oakland County,42.43,-83.48
21144,48168,Northville,MI,Wayne County,42.4,-83.6
21145,48169,Pinckney,MI,Livingston County,42.45,-83.94
21146,48170,Plymouth,MI,Wayne County,42.37,-83.46
21147,48173,Rockwood,MI,Wayne County,42.07,-83.24
21148,48174,Romulus,MI,Wayne County,42.23,-83.39
21149,48175,Salem,MI,Washtenaw County,42.4,-83.58
21150,48176,Saline,MI,Washtenaw County,42.17,-83.78
21151,48177,Samaria,MI,Monroe County,41.8,-83.58
21152,48178,South Lyon,MI,Oakland County,42.46,-83.65
21153,48179,South Rockwood,MI,Monroe County,42.06,-83.26
21154,48180,Taylor,MI,Wayne County,42.22,-83.26
21155,48182,Temperance,MI,Monroe County,41.76,-83.57
21156,48183,Trenton,MI,Wayne County,42.13,-83.22
21157,48184,Wayne,MI,Wayne County,42.27,-83.38
21158,48185,Westland,MI,Wayne County,42.33,-83.38
21159,48186,Westland,MI,Wayne County,42.31,-83.38
21160,48187,Canton,MI,Wayne County,42.33,-83.48
21161,48188,Canton,MI,Wayne County,42.3,-83.48
21162,48189,Whitmore Lake,MI,Washtenaw County,42.42,-83.74
21163,48190,Whittaker,MI,Washtenaw County,42.13,-83.59
21164,48191,Willis,MI,Washtenaw County,42.12,-83.57
21165,48192,Wyandotte,MI,Wayne County,42.21,-83.15
21166,48193,Riverview,MI,Wayne County,42.16,-83.21
21167,48195,Southgate,MI,Wayne County,42.2,-83.2
21168,48197,Ypsilanti,MI,Washtenaw County,42.24,-83.62
21169,48198,Ypsilanti,MI,Washtenaw County,42.28,-83.59
21170,48201,Detroit,MI,Wayne County,42.35,-83.06
21171,48202,Detroit,MI,Wayne County,42.37,-83.08
21172,48203,Highland Park,MI,Wayne County,42.4,-83.09
21173,48204,Detroit,MI,Wayne County,42.37,-83.14
21174,48205,Detroit,MI,Wayne County,42.43,-82.98
21175,48206,Detroit,MI,Wayne County,42.38,-83.1
21176,48207,Detroit,MI,Wayne County,42.35,-83.02
21177,48208,Detroit,MI,Wayne County,42.35,-83.09
21178,48209,Detroit,MI,Wayne County,42.31,-83.12
21179,48210,Detroit,MI,Wayne County,42.34,-83.13
21180,48211,Detroit,MI,Wayne County,42.38,-83.05
21181,48212,Hamtramck,MI,Wayne County,42.39,-83.05
21182,48213,Detroit,MI,Wayne County,42.4,-83.0
21183,48214,Detroit,MI,Wayne County,42.37,-82.99
21184,48215,Detroit,MI,Wayne County,42.38,-82.95
21185,48216,Detroit,MI,Wayne County,42.33,-83.08
21186,48217,Detroit,MI,Wayne County,42.28,-83.16
21187,48218,River Rouge,MI,Wayne County,42.27,-83.13
21188,48219,Detroit,MI,Wayne County,42.43,-83.25
21189,48220,Ferndale,MI,Oakland County,42.45,-83.13
21190,48221,Detroit,MI,Wayne County,42.43,-83.15
21191,48222,Detroit,MI,Wayne County,42.38,-83.1
21192,48223,Detroit,MI,Wayne County,42.39,-83.25
21193,48224,Detroit,MI,Wayne County,42.41,-82.94
21194,48225,Harper Woods,MI,Wayne County,42.43,-82.92
21195,48226,Detroit,MI,Wayne County,42.33,-83.05
21196,48227,Detroit,MI,Wayne County,42.39,-83.19
21197,48228,Detroit,MI,Wayne County,42.36,-83.22
21198,48229,Ecorse,MI,Wayne County,42.25,-83.14
21199,48230,Grosse Pointe,MI,Wayne County,42.38,-82.91
21200,48231,Detroit,MI,Wayne County,42.38,-83.1
21201,48232,Detroit,MI,Wayne County,42.38,-83.1
21202,48233,Detroit,MI,Wayne County,42.32,-83.06
21203,48234,Detroit,MI,Wayne County,42.43,-83.04
21204,48235,Detroit,MI,Wayne County,42.43,-83.19
21205,48236,Grosse Pointe,MI,Wayne County,42.43,-82.89
21206,48237,Oak Park,MI,Oakland County,42.46,-83.18
21207,48238,Detroit,MI,Wayne County,42.4,-83.14
21208,48239,Redford,MI,Wayne County,42.39,-83.29
21209,48240,Redford,MI,Wayne County,42.42,-83.3
21210,48242,Detroit,MI,Wayne County,42.22,-83.35
21211,48243,Detroit,MI,Wayne County,42.33,-83.04
21212,48244,Detroit,MI,Wayne County,42.38,-83.1
21213,48255,Detroit,MI,Wayne County,42.38,-83.1
21214,48260,Detroit,MI,Wayne County,42.38,-83.1
21215,48264,Detroit,MI,Wayne County,42.38,-83.1
21216,48265,Detroit,MI,Wayne County,42.38,-83.1
21217,48266,Detroit,MI,Wayne County,42.38,-83.1
21218,48267,Detroit,MI,Wayne County,42.38,-83.1
21219,48268,Detroit,MI,Wayne County,42.38,-83.1
21220,48269,Detroit,MI,Wayne County,42.38,-83.1
21221,48272,Detroit,MI,Wayne County,42.38,-83.1
21222,48275,Detroit,MI,Wayne County,42.38,-83.1
21223,48277,Detroit,MI,Wayne County,42.38,-83.1
21224,48278,Detroit,MI,Wayne County,42.38,-83.1
21225,48279,Detroit,MI,Wayne County,42.38,-83.1
21226,48288,Detroit,MI,Wayne County,42.38,-83.1
21227,48301,Bloomfield Hills,MI,Oakland County,42.54,-83.28
21228,48302,Bloomfield Hills,MI,Oakland County,42.59,-83.29
21229,48303,Bloomfield Hills,MI,Oakland County,42.57,-83.24
21230,48304,Bloomfield Hills,MI,Oakland County,42.57,-83.24
21231,48306,Rochester,MI,Oakland County,42.72,-83.15
21232,48307,Rochester,MI,Oakland County,42.68,-83.12
21233,48308,Rochester,MI,Oakland County,42.68,-83.12
21234,48309,Rochester,MI,Oakland County,42.66,-83.18
21235,48310,Sterling Heights,MI,Macomb County,42.56,-83.07
21236,48311,Sterling Heights,MI,Macomb County,42.58,-83.03
21237,48312,Sterling Heights,MI,Macomb County,42.58,-83.03
21238,48313,Sterling Heights,MI,Macomb County,42.6,-83.0
21239,48314,Sterling Heights,MI,Macomb County,42.61,-83.05
21240,48315,Utica,MI,Macomb County,42.67,-83.0
21241,48316,Utica,MI,Macomb County,42.69,-83.06
21242,48317,Utica,MI,Macomb County,42.64,-83.05
21243,48318,Utica,MI,Macomb County,42.62,-83.02
21244,48320,Keego Harbor,MI,Oakland County,42.61,-83.34
21245,48321,Auburn Hills,MI,Oakland County,42.67,-83.24
21246,48322,West Bloomfield,MI,Oakland County,42.54,-83.38
21247,48323,West Bloomfield,MI,Oakland County,42.56,-83.38
21248,48324,West Bloomfield,MI,Oakland County,42.59,-83.39
21249,48325,West Bloomfield,MI,Oakland County,42.56,-83.38
21250,48326,Auburn Hills,MI,Oakland County,42.67,-83.24
21251,48327,Waterford,MI,Oakland County,42.64,-83.41
21252,48328,Waterford,MI,Oakland County,42.66,-83.38
21253,48329,Waterford,MI,Oakland County,42.69,-83.39
21254,48330,Drayton Plains,MI,Oakland County,42.68,-83.37
21255,48331,Farmington,MI,Oakland County,42.5,-83.41
21256,48332,Farmington,MI,Oakland County,42.46,-83.37
21257,48333,Farmington,MI,Oakland County,42.46,-83.37
21258,48334,Farmington,MI,Oakland County,42.5,-83.35
21259,48335,Farmington,MI,Oakland County,42.46,-83.41
21260,48336,Farmington,MI,Oakland County,42.46,-83.37
21261,48340,Pontiac,MI,Oakland County,42.67,-83.29
21262,48341,Pontiac,MI,Oakland County,42.63,-83.3
21263,48342,Pontiac,MI,Oakland County,42.64,-83.28
21264,48343,Pontiac,MI,Oakland County,42.64,-83.28
21265,48346,Clarkston,MI,Oakland County,42.73,-83.42
21266,48347,Clarkston,MI,Oakland County,42.73,-83.42
21267,48348,Clarkston,MI,Oakland County,42.77,-83.4
21268,48350,Davisburg,MI,Oakland County,42.75,-83.54
21269,48353,Hartland,MI,Livingston County,42.65,-83.75
21270,48356,Highland,MI,Oakland County,42.63,-83.61
21271,48357,Highland,MI,Oakland County,42.66,-83.65
21272,48359,Lake Orion,MI,Oakland County,42.72,-83.28
21273,48360,Lake Orion,MI,Oakland County,42.75,-83.26
21274,48361,Lake Orion,MI,Oakland County,42.78,-83.24
21275,48362,Lake Orion,MI,Oakland County,42.78,-83.24
21276,48363,Oakland,MI,Oakland County,42.77,-83.16
21277,48366,Lakeville,MI,Oakland County,42.81,-83.14
21278,48367,Leonard,MI,Oakland County,42.86,-83.14
21279,48370,Oxford,MI,Oakland County,42.84,-83.2
21280,48371,Oxford,MI,Oakland County,42.82,-83.25
21281,48374,Novi,MI,Oakland County,42.47,-83.52
21282,48375,Novi,MI,Oakland County,42.47,-83.49
21283,48376,Novi,MI,Oakland County,42.47,-83.49
21284,48377,Novi,MI,Oakland County,42.5,-83.47
21285,48380,Milford,MI,Oakland County,42.58,-83.67
21286,48381,Milford,MI,Oakland County,42.58,-83.6
21287,48382,Commerce Township,MI,Oakland County,42.59,-83.5
21288,48383,White Lake,MI,Oakland County,42.66,-83.53
21289,48386,White Lake,MI,Oakland County,42.65,-83.5
21290,48387,Union Lake,MI,Oakland County,42.61,-83.44
21291,48390,Walled Lake,MI,Oakland County,42.53,-83.47
21293,48393,Wixom,MI,Oakland County,42.52,-83.53
21294,48397,Warren,MI,Macomb County,42.5,-83.04
21295,48401,Applegate,MI,Sanilac County,43.35,-82.63
21296,48410,Argyle,MI,Sanilac County,43.56,-82.93
21297,48411,Atlas,MI,Genesee County,42.93,-83.53
21298,48412,Attica,MI,Lapeer County,43.03,-83.16
21299,48413,Bad Axe,MI,Huron County,43.8,-82.99
21300,48414,Bancroft,MI,Shiawassee County,42.87,-84.06
21301,48415,Birch Run,MI,Saginaw County,43.25,-83.79
21302,48416,Brown City,MI,Sanilac County,43.21,-82.98
21303,48417,Burt,MI,Saginaw County,43.23,-83.9
21304,48418,Byron,MI,Shiawassee County,42.82,-83.94
21305,48419,Carsonville,MI,Sanilac County,43.42,-82.67
21306,48420,Clio,MI,Genesee County,43.17,-83.73
21307,48421,Columbiaville,MI,Lapeer County,43.15,-83.4
21308,48422,Croswell,MI,Sanilac County,43.27,-82.61
21309,48423,Davison,MI,Genesee County,43.03,-83.51
21310,48426,Decker,MI,Sanilac County,43.51,-83.06
21311,48427,Deckerville,MI,Sanilac County,43.52,-82.74
21312,48428,Dryden,MI,Lapeer County,42.94,-83.12
21313,48429,Durand,MI,Shiawassee County,42.91,-83.98
21314,48430,Fenton,MI,Genesee County,42.8,-83.71
21315,48432,Filion,MI,Huron County,43.9,-82.96
21316,48433,Flushing,MI,Genesee County,43.06,-83.84
21317,48434,Forestville,MI,Sanilac County,43.66,-82.61
21318,48435,Fostoria,MI,Tuscola County,43.25,-83.37
21319,48436,Gaines,MI,Genesee County,42.87,-83.91
21320,48437,Genesee,MI,Genesee County,43.12,-83.61
21321,48438,Goodrich,MI,Genesee County,42.91,-83.5
21322,48439,Grand Blanc,MI,Genesee County,42.92,-83.61
21323,48440,Hadley,MI,Lapeer County,42.95,-83.41
21324,48441,Harbor Beach,MI,Huron County,43.84,-82.65
21325,48442,Holly,MI,Oakland County,42.79,-83.62
21326,48444,Imlay City,MI,Lapeer County,43.01,-83.07
21327,48445,Kinde,MI,Huron County,43.93,-82.99
21328,48446,Lapeer,MI,Lapeer County,43.04,-83.32
21329,48449,Lennon,MI,Shiawassee County,42.98,-83.93
21330,48450,Lexington,MI,Sanilac County,43.26,-82.53
21331,48451,Linden,MI,Genesee County,42.81,-83.78
21332,48453,Marlette,MI,Sanilac County,43.32,-83.08
21333,48454,Melvin,MI,Sanilac County,43.18,-82.86
21334,48455,Metamora,MI,Lapeer County,42.94,-83.29
21335,48456,Minden City,MI,Sanilac County,43.67,-82.77
21336,48457,Montrose,MI,Genesee County,43.17,-83.89
21337,48458,Mount Morris,MI,Genesee County,43.11,-83.69
21338,48460,New Lothrop,MI,Shiawassee County,43.11,-83.96
21339,48461,North Branch,MI,Lapeer County,43.22,-83.19
21340,48462,Ortonville,MI,Oakland County,42.85,-83.44
21341,48463,Otisville,MI,Genesee County,43.16,-83.52
21342,48464,Otter Lake,MI,Lapeer County,43.21,-83.46
21343,48465,Palms,MI,Sanilac County,43.62,-82.73
21344,48466,Peck,MI,Sanilac County,43.25,-82.81
21345,48467,Port Austin,MI,Huron County,44.04,-82.99
21346,48468,Port Hope,MI,Huron County,43.93,-82.71
21347,48469,Port Sanilac,MI,Sanilac County,43.43,-82.54
21348,48470,Ruth,MI,Huron County,43.74,-82.75
21349,48471,Sandusky,MI,Sanilac County,43.42,-82.83
21350,48472,Snover,MI,Sanilac County,43.5,-82.97
21351,48473,Swartz Creek,MI,Genesee County,42.96,-83.82
21352,48475,Ubly,MI,Huron County,43.71,-82.93
21353,48476,Vernon,MI,Shiawassee County,42.94,-84.03
21354,48480,Grand Blanc,MI,Genesee County,42.92,-83.63
21355,48501,Flint,MI,Genesee County,43.02,-83.69
21356,48502,Flint,MI,Genesee County,43.01,-83.69
21357,48503,Flint,MI,Genesee County,43.02,-83.69
21358,48504,Flint,MI,Genesee County,43.05,-83.74
21359,48505,Flint,MI,Genesee County,43.07,-83.69
21360,48506,Flint,MI,Genesee County,43.07,-83.62
21361,48507,Flint,MI,Genesee County,42.97,-83.72
21362,48509,Burton,MI,Genesee County,43.02,-83.61
21363,48519,Burton,MI,Genesee County,42.99,-83.61
21364,48529,Burton,MI,Genesee County,42.97,-83.66
21365,48531,Flint,MI,Genesee County,43.02,-83.69
21366,48532,Flint,MI,Genesee County,43.01,-83.79
21367,48550,Flint,MI,Genesee County,43.02,-83.69
21368,48551,Flint,MI,Genesee County,42.98,-83.72
21369,48552,Flint,MI,Genesee County,43.02,-83.69
21370,48553,Flint,MI,Genesee County,42.98,-83.72
21371,48554,Flint,MI,Genesee County,42.98,-83.79
21372,48555,Flint,MI,Genesee County,43.02,-83.69
21373,48556,Flint,MI,Genesee County,43.02,-83.69
21374,48557,Flint,MI,Genesee County,43.02,-83.69
21376,48601,Saginaw,MI,Saginaw County,43.41,-83.94
21377,48602,Saginaw,MI,Saginaw County,43.42,-83.97
21378,48603,Saginaw,MI,Saginaw County,43.46,-84.03
21379,48604,Saginaw,MI,Saginaw County,43.5,-83.97
21380,48605,Saginaw,MI,Saginaw County,43.41,-83.94
21381,48606,Saginaw,MI,Saginaw County,43.41,-83.94
21382,48607,Saginaw,MI,Saginaw County,43.43,-83.93
21383,48608,Saginaw,MI,Saginaw County,43.41,-83.94
21384,48609,Saginaw,MI,Saginaw County,43.39,-84.09
21385,48610,Alger,MI,Arenac County,44.11,-84.11
21386,48611,Auburn,MI,Bay County,43.6,-84.07
21387,48612,Beaverton,MI,Gladwin County,43.88,-84.48
21388,48613,Bentley,MI,Bay County,43.94,-84.13
21389,48614,Brant,MI,Saginaw County,43.25,-84.29
21390,48615,Breckenridge,MI,Gratiot County,43.4,-84.47
21391,48616,Chesaning,MI,Saginaw County,43.18,-84.11
21392,48617,Clare,MI,Clare County,43.82,-84.76
21393,48618,Coleman,MI,Midland County,43.75,-84.58
21394,48619,Comins,MI,Oscoda County,44.8,-84.05
21395,48620,Edenville,MI,Midland County,43.8,-84.38
21396,48621,Fairview,MI,Oscoda County,44.71,-84.05
21397,48622,Farwell,MI,Clare County,43.83,-84.86
21398,48623,Freeland,MI,Saginaw County,43.52,-84.11
21399,48624,Gladwin,MI,Gladwin County,43.98,-84.49
21400,48625,Harrison,MI,Clare County,44.01,-84.8
21401,48626,Hemlock,MI,Saginaw County,43.41,-84.23
21402,48627,Higgins Lake,MI,Roscommon County,44.46,-84.75
21403,48628,Hope,MI,Midland County,43.79,-84.32
21404,48629,Houghton Lake,MI,Roscommon County,44.31,-84.76
21405,48630,Houghton Lake Heights,MI,Roscommon County,44.32,-84.77
21406,48631,Kawkawlin,MI,Bay County,43.69,-84.0
21407,48632,Lake,MI,Clare County,43.85,-85.0
21408,48633,Lake George,MI,Clare County,43.94,-84.93
21409,48634,Linwood,MI,Bay County,43.73,-83.97
21410,48635,Lupton,MI,Ogemaw County,44.43,-84.01
21411,48636,Luzerne,MI,Oscoda County,44.61,-84.26
21412,48637,Merrill,MI,Saginaw County,43.4,-84.33
21413,48638,Saginaw,MI,Saginaw County,43.41,-84.02
21414,48640,Midland,MI,Midland County,43.62,-84.22
21415,48641,Midland,MI,Midland County,43.62,-84.22
21416,48642,Midland,MI,Midland County,43.71,-84.24
21417,48647,Mio,MI,Oscoda County,44.66,-84.14
21418,48649,Oakley,MI,Saginaw County,43.14,-84.16
21419,48650,Pinconning,MI,Bay County,43.85,-83.96
21420,48651,Prudenville,MI,Roscommon County,44.3,-84.66
21421,48652,Rhodes,MI,Gladwin County,43.9,-84.18
21422,48653,Roscommon,MI,Roscommon County,44.49,-84.58
21423,48654,Rose City,MI,Ogemaw County,44.42,-84.11
21424,48655,Saint Charles,MI,Saginaw County,43.29,-84.14
21425,48656,Saint Helen,MI,Roscommon County,44.36,-84.41
21426,48657,Sanford,MI,Midland County,43.67,-84.38
21427,48658,Standish,MI,Arenac County,43.98,-83.96
21428,48659,Sterling,MI,Arenac County,44.03,-84.02
21429,48661,West Branch,MI,Ogemaw County,44.27,-84.23
21430,48662,Wheeler,MI,Gratiot County,43.41,-84.43
21431,48663,Saginaw,MI,Saginaw County,43.41,-83.94
21432,48667,Midland,MI,Midland County,43.6,-84.23
21433,48670,Midland,MI,Midland County,43.62,-84.22
21434,48674,Midland,MI,Midland County,43.62,-84.22
21435,48686,Midland,MI,Midland County,43.62,-84.22
21436,48701,Akron,MI,Tuscola County,43.56,-83.51
21437,48703,Au Gres,MI,Arenac County,44.04,-83.69
21438,48705,Barton City,MI,Alcona County,44.68,-83.6
21439,48706,Bay City,MI,Bay County,43.6,-83.95
21440,48707,Bay City,MI,Bay County,43.59,-83.88
21441,48708,Bay City,MI,Bay County,43.59,-83.88
21442,48710,University Center,MI,Bay County,43.56,-83.99
21443,48720,Bay Port,MI,Huron County,43.84,-83.37
21444,48721,Black River,MI,Alcona County,44.81,-83.31
21445,48722,Bridgeport,MI,Saginaw County,43.37,-83.88
21446,48723,Caro,MI,Tuscola County,43.48,-83.4
21447,48724,Carrollton,MI,Saginaw County,43.46,-83.93
21448,48725,Caseville,MI,Huron County,43.94,-83.27
21449,48726,Cass City,MI,Tuscola County,43.6,-83.17
21450,48727,Clifford,MI,Lapeer County,43.31,-83.17
21451,48728,Curran,MI,Alcona County,44.71,-83.8
21452,48729,Deford,MI,Tuscola County,43.51,-83.18
21453,48730,East Tawas,MI,Iosco County,44.28,-83.48
21454,48731,Elkton,MI,Huron County,43.81,-83.18
21455,48732,Essexville,MI,Bay County,43.61,-83.84
21456,48733,Fairgrove,MI,Tuscola County,43.52,-83.54
21457,48734,Frankenmuth,MI,Saginaw County,43.33,-83.74
21458,48735,Gagetown,MI,Tuscola County,43.65,-83.24
21460,48737,Glennie,MI,Alcona County,44.56,-83.71
21461,48738,Greenbush,MI,Alcona County,44.54,-83.35
21462,48739,Hale,MI,Iosco County,44.38,-83.8
21463,48740,Harrisville,MI,Alcona County,44.65,-83.29
21464,48741,Kingston,MI,Tuscola County,43.41,-83.18
21465,48742,Lincoln,MI,Alcona County,44.68,-83.41
21466,48743,Long Lake,MI,Iosco County,44.44,-83.86
21467,48744,Mayville,MI,Tuscola County,43.33,-83.35
21468,48745,Mikado,MI,Alcona County,44.56,-83.41
21469,48746,Millington,MI,Tuscola County,43.28,-83.52
21470,48747,Munger,MI,Bay County,43.52,-83.77
21471,48748,National City,MI,Iosco County,44.23,-83.71
21472,48749,Omer,MI,Arenac County,44.04,-83.85
21473,48750,Oscoda,MI,Iosco County,44.42,-83.33
21474,48754,Owendale,MI,Huron County,43.72,-83.26
21475,48755,Pigeon,MI,Huron County,43.82,-83.27
21476,48756,Prescott,MI,Ogemaw County,44.19,-83.93
21477,48757,Reese,MI,Tuscola County,43.45,-83.68
21478,48758,Richville,MI,Tuscola County,43.41,-83.64
21479,48759,Sebewaing,MI,Huron County,43.73,-83.45
21480,48760,Silverwood,MI,Tuscola County,43.3,-83.27
21481,48761,South Branch,MI,Iosco County,44.46,-83.88
21482,48762,Spruce,MI,Alcona County,44.83,-83.46
21483,48763,Tawas City,MI,Iosco County,44.27,-83.51
21484,48764,Tawas City,MI,Iosco County,44.27,-83.51
21485,48765,Turner,MI,Arenac County,44.14,-83.78
21486,48766,Twining,MI,Arenac County,44.11,-83.8
21487,48767,Unionville,MI,Tuscola County,43.65,-83.46
21488,48768,Vassar,MI,Tuscola County,43.37,-83.57
21490,48770,Whittemore,MI,Iosco County,44.23,-83.8
21491,48787,Frankenmuth,MI,Saginaw County,43.33,-83.74
21492,48801,Alma,MI,Gratiot County,43.37,-84.65
21494,48804,Mount Pleasant,MI,Isabella County,43.59,-84.77
21495,48805,Okemos,MI,Ingham County,42.7,-84.41
21496,48806,Ashley,MI,Gratiot County,43.18,-84.47
21497,48807,Bannister,MI,Gratiot County,43.13,-84.42
21498,48808,Bath,MI,Clinton County,42.81,-84.44
21499,48809,Belding,MI,Ionia County,43.09,-85.23
21500,48811,Carson City,MI,Montcalm County,43.17,-84.84
21501,48812,Cedar Lake,MI,Montcalm County,43.4,-84.97
21502,48813,Charlotte,MI,Eaton County,42.56,-84.83
21503,48815,Clarksville,MI,Ionia County,42.84,-85.24
21504,48816,Cohoctah,MI,Livingston County,42.77,-83.96
21505,48817,Corunna,MI,Shiawassee County,42.98,-84.11
21506,48818,Crystal,MI,Montcalm County,43.26,-84.91
21507,48819,Dansville,MI,Ingham County,42.55,-84.3
21508,48820,Dewitt,MI,Clinton County,42.86,-84.59
21509,48821,Dimondale,MI,Eaton County,42.64,-84.64
21510,48822,Eagle,MI,Clinton County,42.8,-84.79
21511,48823,East Lansing,MI,Ingham County,42.76,-84.46
21512,48824,East Lansing,MI,Ingham County,42.73,-84.48
21513,48825,East Lansing,MI,Ingham County,42.73,-84.48
21514,48826,East Lansing,MI,Ingham County,42.73,-84.48
21515,48827,Eaton Rapids,MI,Eaton County,42.51,-84.65
21516,48829,Edmore,MI,Montcalm County,43.4,-85.03
21517,48830,Elm Hall,MI,Gratiot County,43.36,-84.83
21518,48831,Elsie,MI,Clinton County,43.08,-84.39
21519,48832,Elwell,MI,Gratiot County,43.42,-84.76
21520,48833,Eureka,MI,Clinton County,43.1,-84.51
21521,48834,Fenwick,MI,Montcalm County,43.14,-85.08
21522,48835,Fowler,MI,Clinton County,43.0,-84.74
21523,48836,Fowlerville,MI,Livingston County,42.66,-84.07
21524,48837,Grand Ledge,MI,Eaton County,42.75,-84.74
21525,48838,Greenville,MI,Montcalm County,43.17,-85.25
21526,48840,Haslett,MI,Ingham County,42.75,-84.4
21527,48841,Henderson,MI,Shiawassee County,43.11,-84.24
21528,48842,Holt,MI,Ingham County,42.63,-84.52
21529,48843,Howell,MI,Livingston County,42.6,-83.93
21530,48844,Howell,MI,Livingston County,42.6,-83.93
21531,48845,Hubbardston,MI,Ionia County,43.09,-84.84
21532,48846,Ionia,MI,Ionia County,42.98,-85.05
21533,48847,Ithaca,MI,Gratiot County,43.29,-84.6
21534,48848,Laingsburg,MI,Shiawassee County,42.89,-84.34
21535,48849,Lake Odessa,MI,Ionia County,42.78,-85.13
21536,48850,Lakeview,MI,Montcalm County,43.44,-85.27
21537,48851,Lyons,MI,Ionia County,42.98,-84.94
21538,48852,Mcbrides,MI,Montcalm County,43.35,-85.05
21539,48853,Maple Rapids,MI,Clinton County,43.1,-84.69
21540,48854,Mason,MI,Ingham County,42.58,-84.44
21541,48855,Howell,MI,Livingston County,42.69,-83.88
21542,48856,Middleton,MI,Gratiot County,43.16,-84.77
21543,48857,Morrice,MI,Shiawassee County,42.83,-84.17
21544,48858,Mount Pleasant,MI,Isabella County,43.59,-84.77
21545,48859,Mount Pleasant,MI,Isabella County,43.59,-84.77
21546,48860,Muir,MI,Ionia County,43.05,-84.91
21547,48861,Mulliken,MI,Eaton County,42.76,-84.89
21548,48862,North Star,MI,Gratiot County,43.24,-84.54
21550,48864,Okemos,MI,Ingham County,42.7,-84.41
21551,48865,Orleans,MI,Ionia County,43.06,-85.13
21552,48866,Ovid,MI,Clinton County,43.0,-84.37
21553,48867,Owosso,MI,Shiawassee County,42.99,-84.17
21554,48870,Palo,MI,Ionia County,43.11,-84.98
21555,48871,Perrinton,MI,Gratiot County,43.18,-84.67
21556,48872,Perry,MI,Shiawassee County,42.82,-84.22
