,zip,primary_city,state,county,latitude,longitude
0,00501,Holtsville,NY,Suffolk County,40.81,-73.04
1,00544,Holtsville,NY,Suffolk County,40.81,-73.04
2,00601,Adjuntas,PR,Adjuntas Municipio,18.16,-66.72
3,00602,Aguada,PR,Aguada Municipio,18.38,-67.18
4,00603,Aguadilla,PR,Aguadilla Municipio,18.43,-67.15
5,00604,Aguadilla,PR,,18.43,-67.15
6,00605,Aguadilla,PR,,18.43,-67.15
7,00606,Maricao,PR,Maricao Municipio,18.18,-66.98
8,00610,Anasco,PR,Anasco Municipio,18.28,-67.14
9,00611,Angeles,PR,,18.28,-66.79
10,00612,Arecibo,PR,Arecibo Municipio,18.45,-66.73
11,00613,Arecibo,PR,,18.45,-66.73
12,00614,Arecibo,PR,,18.45,-66.73
13,00616,Bajadero,PR,Arecibo Municipio,18.42,-66.67
14,00617,Barceloneta,PR,Barceloneta Municipio,18.45,-66.56
15,00622,Boqueron,PR,Cabo Rojo Municipio,17.99,-67.15
16,00623,Cabo Rojo,PR,Cabo Rojo Municipio,18.08,-67.14
17,00624,Penuelas,PR,Penuelas Municipio,18.06,-66.72
18,00627,Camuy,PR,Camuy Municipio,18.48,-66.84
19,00631,Castaner,PR,Lares Municipio,18.19,-66.82
20,00636,Rosario,PR,,18.15,-67.06
21,00637,Sabana Grande,PR,Sabana Grande Municipio,18.08,-66.96
22,00638,Ciales,PR,Ciales Municipio,18.33,-66.47
23,00641,Utuado,PR,Utuado Municipio,18.27,-66.7
24,00646,Dorado,PR,Dorado Municipio,18.47,-66.27
25,00647,Ensenada,PR,Guanica Municipio,17.96,-66.94
26,00650,Florida,PR,Florida Municipio,18.36,-66.56
27,00652,Garrochales,PR,Arecibo Municipio,18.45,-66.6
28,00653,Guanica,PR,Guanica Municipio,17.99,-66.89
29,00656,Guayanilla,PR,Guayanilla Municipio,18.02,-66.79
30,00659,Hatillo,PR,Hatillo Municipio,18.48,-66.82
31,00660,Hormigueros,PR,Hormigueros Municipio,18.14,-67.12
32,00662,Isabela,PR,Isabela Municipio,18.5,-67.02
33,00664,Jayuya,PR,Jayuya Municipio,18.22,-66.59
34,00667,Lajas,PR,Lajas Municipio,18.04,-67.06
35,00669,Lares,PR,Lares Municipio,18.29,-66.88
36,00670,Las Marias,PR,Las Marias Municipio,18.27,-67.06
37,00674,Manati,PR,Manati Municipio,18.43,-66.48
38,00676,Moca,PR,Moca Municipio,18.39,-67.11
39,00677,Rincon,PR,Rincon Municipio,18.34,-67.25
40,00678,Quebradillas,PR,Quebradillas Municipio,18.47,-66.93
41,00680,Mayaguez,PR,Mayaguez Municipio,18.2,-67.14
42,00681,Mayaguez,PR,,18.2,-67.14
43,00682,Mayaguez,PR,Mayaguez Municipio,18.22,-67.16
44,00683,San German,PR,San German Municipio,18.08,-67.04
45,00685,San Sebastian,PR,San Sebastian Municipio,18.33,-66.99
46,00687,Morovis,PR,Morovis Municipio,18.32,-66.4
47,00688,Sabana Hoyos,PR,Arecibo Municipio,18.38,-66.62
48,00690,San Antonio,PR,Aguadilla Municipio,18.49,-67.09
49,00692,Vega Alta,PR,Vega Alta Municipio,18.41,-66.32
50,00693,Vega Baja,PR,Vega Baja Municipio,18.44,-66.39
51,00694,Vega Baja,PR,Vega Baja Municipio,18.48,-66.39
52,00698,Yauco,PR,Yauco Municipio,18.03,-66.86
53,00703,Aguas Buenas,PR,Aguas Buenas Municipio,18.25,-66.1
54,00704,Aguirre,PR,Salinas Municipio,17.96,-66.22
55,00705,Aibonito,PR,Aibonito Municipio,18.14,-66.26
56,00707,Maunabo,PR,Maunabo Municipio,18.0,-65.9
57,00714,Arroyo,PR,Arroyo Municipio,17.97,-66.06
58,00715,Mercedita,PR,Ponce Municipio,18.01,-66.56
59,00716,Ponce,PR,Ponce Municipio,17.98,-66.6
60,00717,Ponce,PR,Ponce Municipio,18.0,-66.61
61,00718,Naguabo,PR,Naguabo Municipio,18.21,-65.73
62,00719,Naranjito,PR,Naranjito Municipio,18.3,-66.24
63,00720,Orocovis,PR,Orocovis Municipio,18.22,-66.39
64,00721,Palmer,PR,,18.37,-65.77
65,00723,Patillas,PR,Patillas Municipio,18.0,-66.01
66,00725,Caguas,PR,Caguas Municipio,18.23,-66.03
67,00726,Caguas,PR,,18.23,-66.03
68,00727,Caguas,PR,Caguas Municipio,18.22,-66.07
69,00728,Ponce,PR,Ponce Municipio,17.99,-66.66
70,00729,Canovanas,PR,Canovanas Municipio,18.37,-65.9
71,00730,Ponce,PR,Ponce Municipio,18.03,-66.62
72,00731,Ponce,PR,Ponce Municipio,18.11,-66.63
73,00732,Ponce,PR,,17.98,-66.6
74,00733,Ponce,PR,,17.98,-66.6
75,00734,Ponce,PR,,17.98,-66.6
76,00735,Ceiba,PR,Ceiba Municipio,18.25,-65.68
77,00736,Cayey,PR,Cayey Municipio,18.11,-66.16
78,00737,Cayey,PR,,18.11,-66.16
79,00738,Fajardo,PR,Fajardo Municipio,18.33,-65.65
80,00739,Cidra,PR,Cidra Municipio,18.17,-66.15
81,00740,Puerto Real,PR,Fajardo Municipio,18.33,-65.63
82,00741,Punta Santiago,PR,Humacao Municipio,18.16,-65.75
83,00742,Roosevelt Roads,PR,,18.27,-65.65
84,00744,Rio Blanco,PR,,18.22,-65.79
85,00745,Rio Grande,PR,Rio Grande Municipio,18.38,-65.83
86,00751,Salinas,PR,Salinas Municipio,17.97,-66.29
87,00754,San Lorenzo,PR,San Lorenzo Municipio,18.19,-65.96
88,00757,Santa Isabel,PR,Santa Isabel Municipio,17.97,-66.4
89,00765,Vieques,PR,Vieques Municipio,18.13,-65.44
90,00766,Villalba,PR,Villalba Municipio,18.13,-66.48
91,00767,Yabucoa,PR,Yabucoa Municipio,18.04,-65.87
92,00769,Coamo,PR,Coamo Municipio,18.08,-66.36
93,00771,Las Piedras,PR,Las Piedras Municipio,18.18,-65.86
94,00772,Loiza,PR,Loiza Municipio,18.43,-65.88
95,00773,Luquillo,PR,Luquillo Municipio,18.37,-65.71
96,00775,Culebra,PR,Culebra Municipio,18.33,-65.3
97,00777,Juncos,PR,Juncos Municipio,18.22,-65.91
98,00778,Gurabo,PR,Gurabo Municipio,18.25,-65.97
99,00780,Coto Laurel,PR,Ponce Municipio,18.09,-66.57
100,00782,Comerio,PR,Comerio Municipio,18.22,-66.22
101,00783,Corozal,PR,Corozal Municipio,18.34,-66.31
102,00784,Guayama,PR,Guayama Municipio,17.97,-66.11
103,00785,Guayama,PR,,17.97,-66.11
104,00786,La Plata,PR,Aibonito Municipio,18.16,-66.23
105,00791,Humacao,PR,Humacao Municipio,18.15,-65.81
106,00792,Humacao,PR,,18.15,-65.81
107,00794,Barranquitas,PR,Barranquitas Municipio,18.18,-66.3
108,00795,Juana Diaz,PR,Juana Diaz Municipio,18.05,-66.5
109,00801,St Thomas,VI,,18.35,-64.93
110,00802,St Thomas,VI,,18.35,-64.93
111,00803,St Thomas,VI,,18.35,-64.93
112,00804,St Thomas,VI,,18.35,-64.93
113,00805,St Thomas,VI,,18.34,-64.93
114,00820,Christiansted,VI,,17.74,-64.7
115,00821,Christiansted,VI,,17.74,-64.7
116,00822,Christiansted,VI,,17.74,-64.7
117,00823,Christiansted,VI,,17.74,-64.7
118,00824,Christiansted,VI,,17.74,-64.7
119,00830,St John,VI,,18.33,-64.79
120,00831,St John,VI,,18.33,-64.79
121,00840,Frederiksted,VI,,17.71,-64.88
122,00841,Frederiksted,VI,,17.71,-64.88
123,00850,Kingshill,VI,,17.76,-64.82
124,00851,Kingshill,VI,,17.73,-64.8
125,00901,San Juan,PR,San Juan Municipio,18.47,-66.1
126,00902,San Juan,PR,,18.4,-66.06
127,00906,San Juan,PR,San Juan Municipio,18.46,-66.09
128,00907,San Juan,PR,San Juan Municipio,18.45,-66.08
129,00908,San Juan,PR,,18.4,-66.06
130,00909,San Juan,PR,San Juan Municipio,18.44,-66.07
131,00910,San Juan,PR,,18.4,-66.06
132,00911,San Juan,PR,San Juan Municipio,18.45,-66.06
133,00912,San Juan,PR,San Juan Municipio,18.45,-66.06
134,00913,San Juan,PR,San Juan Municipio,18.45,-66.04
135,00914,San Juan,PR,,18.4,-66.06
136,00915,San Juan,PR,San Juan Municipio,18.44,-66.05
137,00916,San Juan,PR,,18.4,-66.06
138,00917,San Juan,PR,San Juan Municipio,18.42,-66.05
139,00918,San Juan,PR,San Juan Municipio,18.42,-66.07
140,00919,San Juan,PR,,18.4,-66.06
141,00920,San Juan,PR,San Juan Municipio,18.41,-66.09
142,00921,San Juan,PR,San Juan Municipio,18.39,-66.09
143,00922,San Juan,PR,,18.4,-66.06
144,00923,San Juan,PR,San Juan Municipio,18.41,-66.04
145,00924,San Juan,PR,San Juan Municipio,18.4,-66.01
146,00925,San Juan,PR,San Juan Municipio,18.4,-66.05
147,00926,San Juan,PR,San Juan Municipio,18.35,-66.05
148,00927,San Juan,PR,San Juan Municipio,18.4,-66.06
149,00928,San Juan,PR,,18.4,-66.06
150,00929,San Juan,PR,San Juan,18.4,-66.06
151,00930,San Juan,PR,,18.4,-66.06
152,00931,San Juan,PR,San Juan,18.4,-66.06
153,00933,San Juan,PR,San Juan,18.4,-66.06
154,00934,Fort Buchanan,PR,Guaynabo Municipio,18.41,-66.12
155,00935,San Juan,PR,San Juan,18.4,-66.06
156,00936,San Juan,PR,San Juan Municipio,18.4,-66.07
157,00937,San Juan,PR,San Juan,18.4,-66.06
158,00939,San Juan,PR,San Juan,18.4,-66.06
159,00940,San Juan,PR,,18.4,-66.06
160,00949,Toa Baja,PR,Toa Baja Municipio,18.44,-66.25
161,00950,Toa Baja,PR,Dorado Municipio,18.46,-66.23
162,00951,Toa Baja,PR,Toa Baja Municipio,18.43,-66.25
163,00952,Sabana Seca,PR,Toa Baja Municipio,18.42,-66.19
164,00953,Toa Alta,PR,Toa Alta Municipio,18.39,-66.25
165,00954,Toa Alta,PR,Toa Alta,18.39,-66.25
166,00955,San Juan,PR,San Juan,18.4,-66.06
167,00956,Bayamon,PR,Bayamon Municipio,18.32,-66.17
168,00957,Bayamon,PR,Bayamon Municipio,18.37,-66.19
169,00958,Bayamon,PR,Bayamon,18.28,-66.13
170,00959,Bayamon,PR,Bayamon Municipio,18.39,-66.15
171,00960,Bayamon,PR,Bayamon Municipio,18.42,-66.15
172,00961,Bayamon,PR,Bayamon Municipio,18.41,-66.17
173,00962,Catano,PR,Catano Municipio,18.44,-66.15
174,00963,Catano,PR,Catano,18.43,-66.11
175,00965,Guaynabo,PR,Guaynabo Municipio,18.43,-66.11
176,00966,Guaynabo,PR,Guaynabo Municipio,18.4,-66.12
177,00968,Guaynabo,PR,Guaynabo Municipio,18.41,-66.1
178,00969,Guaynabo,PR,Guaynabo Municipio,18.38,-66.11
179,00970,Guaynabo,PR,,18.38,-66.11
180,00971,Guaynabo,PR,Guaynabo Municipio,18.32,-66.12
181,00975,San Juan,PR,San Juan,18.4,-66.06
182,00976,Trujillo Alto,PR,Trujillo Alto Municipio,18.36,-66.01
183,00977,Trujillo Alto,PR,,18.36,-66.01
184,00978,Saint Just,PR,San Juan,18.37,-66.01
185,00979,Carolina,PR,Carolina Municipio,18.44,-66.03
186,00981,Carolina,PR,Carolina,18.4,-65.98
187,00982,Carolina,PR,Carolina Municipio,18.41,-65.99
188,00983,Carolina,PR,Carolina Municipio,18.4,-65.98
189,00984,Carolina,PR,Carolina,18.4,-65.98
190,00985,Carolina,PR,Carolina Municipio,18.41,-65.95
191,00986,Carolina,PR,Carolina,18.4,-65.98
192,00987,Carolina,PR,Carolina Municipio,18.34,-65.94
193,00988,Carolina,PR,Carolina,18.4,-65.98
194,01001,Agawam,MA,Hampden County,42.06,-72.61
195,01002,Amherst,MA,Hampshire County,42.37,-72.52
196,01003,Amherst,MA,Hampshire County,42.39,-72.52
197,01004,Amherst,MA,Hampshire County,42.37,-72.52
198,01005,Barre,MA,Worcester County,42.42,-72.1
199,01007,Belchertown,MA,Hampshire County,42.27,-72.4
200,01008,Blandford,MA,Hampden County,42.18,-72.93
201,01009,Bondsville,MA,Hampden County,42.2,-72.34
202,01010,Brimfield,MA,Hampden County,42.11,-72.2
203,01011,Chester,MA,Hampden County,42.28,-72.98
204,01012,Chesterfield,MA,Hampshire County,42.4,-72.85
205,01013,Chicopee,MA,Hampden County,42.15,-72.6
206,01014,Chicopee,MA,Hampden County,42.17,-72.57
207,01020,Chicopee,MA,Hampden County,42.17,-72.57
208,01021,Chicopee,MA,Hampden County,42.17,-72.57
209,01022,Chicopee,MA,Hampden County,42.2,-72.54
210,01026,Cummington,MA,Hampshire County,42.46,-72.9
211,01027,Easthampton,MA,Hampshire County,42.26,-72.68
212,01028,East Longmeadow,MA,Hampden County,42.06,-72.51
213,01029,East Otis,MA,Berkshire County,42.17,-73.03
214,01030,Feeding Hills,MA,Hampden County,42.06,-72.67
215,01031,Gilbertville,MA,Worcester County,42.33,-72.2
216,01032,Goshen,MA,Hampshire County,42.46,-72.81
217,01033,Granby,MA,Hampshire County,42.26,-72.52
218,01034,Granville,MA,Hampden County,42.06,-72.86
219,01035,Hadley,MA,Hampshire County,42.35,-72.58
220,01036,Hampden,MA,Hampden County,42.06,-72.41
221,01037,Hardwick,MA,Worcester County,42.35,-72.2
222,01038,Hatfield,MA,Hampshire County,42.37,-72.6
223,01039,Haydenville,MA,Hampshire County,42.39,-72.7
224,01040,Holyoke,MA,Hampden County,42.21,-72.64
225,01041,Holyoke,MA,Hampden County,42.21,-72.64
226,01050,Huntington,MA,Hampshire County,42.23,-72.88
227,01053,Leeds,MA,Hampshire County,42.35,-72.71
228,01054,Leverett,MA,Franklin County,42.45,-72.5
229,01056,Ludlow,MA,Hampden County,42.16,-72.48
230,01057,Monson,MA,Hampden County,42.09,-72.31
231,01059,North Amherst,MA,Hampshire County,42.4,-72.52
232,01060,Northampton,MA,Hampshire County,42.32,-72.63
233,01061,Northampton,MA,Hampshire County,42.32,-72.67
234,01062,Florence,MA,Hampshire County,42.32,-72.67
235,01063,Northampton,MA,Hampshire County,42.32,-72.64
236,01066,North Hatfield,MA,Hampshire County,42.41,-72.66
237,01068,Oakham,MA,Worcester County,42.35,-72.05
238,01069,Palmer,MA,Hampden County,42.16,-72.32
239,01070,Plainfield,MA,Hampshire County,42.51,-72.91
240,01071,Russell,MA,Hampden County,42.18,-72.85
241,01072,Shutesbury,MA,Franklin County,42.45,-72.4
242,01073,Southampton,MA,Hampshire County,42.23,-72.73
243,01074,South Barre,MA,Worcester County,42.39,-72.09
244,01075,South Hadley,MA,Hampshire County,42.26,-72.56
245,01077,Southwick,MA,Hampden County,42.05,-72.76
246,01079,Thorndike,MA,Hampden County,42.2,-72.33
247,01080,Three Rivers,MA,Hampden County,42.18,-72.37
248,01081,Wales,MA,Hampden County,42.06,-72.21
249,01082,Ware,MA,Hampshire County,42.25,-72.24
250,01083,Warren,MA,Worcester County,42.21,-72.19
251,01084,West Chesterfield,MA,Hampshire County,42.39,-72.88
252,01085,Westfield,MA,Hampden County,42.13,-72.75
253,01086,Westfield,MA,Hampden County,42.13,-72.79
254,01088,West Hatfield,MA,Hampshire County,42.39,-72.64
255,01089,West Springfield,MA,Hampden County,42.12,-72.65
256,01090,West Springfield,MA,Hampden County,42.12,-72.65
257,01092,West Warren,MA,Worcester County,42.19,-72.24
258,01093,Whately,MA,Franklin County,42.44,-72.65
259,01094,Wheelwright,MA,Worcester County,42.35,-72.14
260,01095,Wilbraham,MA,Hampden County,42.13,-72.43
261,01096,Williamsburg,MA,Hampshire County,42.4,-72.76
262,01097,Woronoco,MA,Hampden County,42.18,-72.83
263,01098,Worthington,MA,Hampshire County,42.41,-72.93
264,01101,Springfield,MA,Hampden County,42.11,-72.53
265,01102,Springfield,MA,Hampden County,42.11,-72.53
266,01103,Springfield,MA,Hampden County,42.1,-72.59
267,01104,Springfield,MA,Hampden County,42.13,-72.57
268,01105,Springfield,MA,Hampden County,42.1,-72.58
269,01106,Longmeadow,MA,Hampden County,42.04,-72.57
270,01107,Springfield,MA,Hampden County,42.12,-72.61
271,01108,Springfield,MA,Hampden County,42.08,-72.56
272,01109,Springfield,MA,Hampden County,42.11,-72.53
273,01111,Springfield,MA,Hampden County,42.11,-72.53
274,01115,Springfield,MA,Hampden County,42.11,-72.53
275,01116,Longmeadow,MA,Hampden County,42.04,-72.57
276,01118,Springfield,MA,Hampden County,42.09,-72.53
277,01119,Springfield,MA,Hampden County,42.12,-72.51
278,01128,Springfield,MA,Hampden County,42.09,-72.49
279,01129,Springfield,MA,Hampden County,42.12,-72.49
281,01138,Springfield,MA,Hampden County,42.11,-72.53
282,01139,Springfield,MA,Hampden County,42.11,-72.53
283,01144,Springfield,MA,Hampden County,42.11,-72.53
284,01151,Indian Orchard,MA,Hampden County,42.15,-72.51
285,01152,Springfield,MA,Hampden County,42.11,-72.53
287,01199,Springfield,MA,Hampden County,42.12,-72.6
288,01201,Pittsfield,MA,Berkshire County,42.45,-73.26
289,01202,Pittsfield,MA,Berkshire County,42.45,-73.26
290,01203,Pittsfield,MA,Berkshire County,42.45,-73.26
291,01220,Adams,MA,Berkshire County,42.62,-73.11
292,01222,Ashley Falls,MA,Berkshire County,42.05,-73.33
293,01223,Becket,MA,Berkshire County,42.33,-73.07
294,01224,Berkshire,MA,Berkshire County,42.51,-73.2
295,01225,Cheshire,MA,Berkshire County,42.55,-73.15
296,01226,Dalton,MA,Berkshire County,42.47,-73.16
297,01227,Dalton,MA,Berkshire County,42.47,-73.16
298,01229,Glendale,MA,Berkshire County,42.28,-73.34
299,01230,Great Barrington,MA,Berkshire County,42.19,-73.35
300,01235,Hinsdale,MA,Berkshire County,42.42,-73.07
301,01236,Housatonic,MA,Berkshire County,42.27,-73.38
302,01237,Lanesborough,MA,Berkshire County,42.51,-73.22
303,01238,Lee,MA,Berkshire County,42.3,-73.25
304,01240,Lenox,MA,Berkshire County,42.35,-73.28
305,01242,Lenox Dale,MA,Berkshire County,42.33,-73.25
306,01243,Middlefield,MA,Hampshire County,42.35,-73.01
307,01244,Mill River,MA,Berkshire County,42.12,-73.26
308,01245,Monterey,MA,Berkshire County,42.18,-73.21
309,01247,North Adams,MA,Berkshire County,42.68,-73.11
310,01252,North Egremont,MA,Berkshire County,42.17,-73.44
311,01253,Otis,MA,Berkshire County,42.21,-73.11
312,01254,Richmond,MA,Berkshire County,42.37,-73.36
313,01255,Sandisfield,MA,Berkshire County,42.11,-73.13
314,01256,Savoy,MA,Berkshire County,42.56,-73.02
315,01257,Sheffield,MA,Berkshire County,42.1,-73.34
316,01258,South Egremont,MA,Berkshire County,42.11,-73.46
317,01259,Southfield,MA,Berkshire County,42.07,-73.23
318,01260,South Lee,MA,Berkshire County,42.3,-73.34
319,01262,Stockbridge,MA,Berkshire County,42.3,-73.32
320,01263,Stockbridge,MA,Berkshire County,42.3,-73.32
321,01264,Tyringham,MA,Berkshire County,42.24,-73.19
322,01266,West Stockbridge,MA,Berkshire County,42.31,-73.39
323,01267,Williamstown,MA,Berkshire County,42.7,-73.2
324,01270,Windsor,MA,Berkshire County,42.51,-73.04
325,01301,Greenfield,MA,Franklin County,42.58,-72.59
326,01302,Greenfield,MA,Franklin County,42.58,-72.59
327,01330,Ashfield,MA,Franklin County,42.53,-72.78
328,01331,Athol,MA,Worcester County,42.59,-72.23
329,01337,Bernardston,MA,Franklin County,42.66,-72.55
330,01338,Buckland,MA,Franklin County,42.57,-72.82
331,01339,Charlemont,MA,Franklin County,42.63,-72.88
332,01340,Colrain,MA,Franklin County,42.66,-72.68
333,01341,Conway,MA,Franklin County,42.51,-72.68
334,01342,Deerfield,MA,Franklin County,42.55,-72.6
335,01343,Drury,MA,Berkshire County,42.66,-72.98
336,01344,Erving,MA,Franklin County,42.6,-72.4
337,01346,Heath,MA,Franklin County,42.66,-72.83
338,01347,Lake Pleasant,MA,Franklin County,42.56,-72.52
339,01349,Millers Falls,MA,Franklin County,42.56,-72.48
340,01350,Monroe Bridge,MA,Franklin County,42.72,-72.98
341,01351,Montague,MA,Franklin County,42.53,-72.53
342,01354,Gill,MA,Franklin County,42.62,-72.51
343,01355,New Salem,MA,Franklin County,42.5,-72.33
344,01360,Northfield,MA,Franklin County,42.7,-72.43
345,01364,Orange,MA,Franklin County,42.59,-72.3
346,01366,Petersham,MA,Worcester County,42.48,-72.18
347,01367,Rowe,MA,Franklin County,42.7,-72.9
348,01368,Royalston,MA,Worcester County,42.68,-72.18
349,01370,Shelburne Falls,MA,Franklin County,42.6,-72.74
350,01373,South Deerfield,MA,Franklin County,42.47,-72.59
351,01375,Sunderland,MA,Franklin County,42.46,-72.58
352,01376,Turners Falls,MA,Franklin County,42.59,-72.55
353,01378,Warwick,MA,Franklin County,42.68,-72.33
354,01379,Wendell,MA,Franklin County,42.55,-72.4
355,01380,Wendell Depot,MA,Franklin County,42.58,-72.37
356,01420,Fitchburg,MA,Worcester County,42.58,-71.81
357,01430,Ashburnham,MA,Worcester County,42.63,-71.9
358,01431,Ashby,MA,Middlesex County,42.68,-71.81
359,01432,Ayer,MA,Middlesex County,42.56,-71.58
360,01434,Devens,MA,Worcester County,42.53,-71.61
361,01436,Baldwinville,MA,Worcester County,42.6,-72.07
362,01438,East Templeton,MA,Worcester County,42.56,-72.03
363,01440,Gardner,MA,Worcester County,42.58,-71.98
364,01441,Westminster,MA,Worcester County,42.58,-71.98
365,01450,Groton,MA,Middlesex County,42.6,-71.57
366,01451,Harvard,MA,Worcester County,42.5,-71.58
367,01452,Hubbardston,MA,Worcester County,42.48,-72.01
368,01453,Leominster,MA,Worcester County,42.51,-71.77
369,01460,Littleton,MA,Middlesex County,42.53,-71.47
370,01462,Lunenburg,MA,Worcester County,42.59,-71.72
371,01463,Pepperell,MA,Middlesex County,42.66,-71.58
372,01464,Shirley,MA,Middlesex County,42.54,-71.65
373,01467,Still River,MA,Worcester County,42.49,-71.61
374,01468,Templeton,MA,Worcester County,42.55,-72.06
375,01469,Townsend,MA,Middlesex County,42.66,-71.7
376,01470,Groton,MA,Middlesex County,42.6,-71.57
377,01471,Groton,MA,Middlesex County,42.6,-71.57
378,01472,West Groton,MA,Middlesex County,42.61,-71.62
379,01473,Westminster,MA,Worcester County,42.55,-71.9
380,01474,West Townsend,MA,Middlesex County,42.66,-71.74
381,01475,Winchendon,MA,Worcester County,42.68,-72.04
383,01501,Auburn,MA,Worcester County,42.2,-71.83
384,01503,Berlin,MA,Worcester County,42.38,-71.63
385,01504,Blackstone,MA,Worcester County,42.04,-71.53
386,01505,Boylston,MA,Worcester County,42.35,-71.73
387,01506,Brookfield,MA,Worcester County,42.21,-72.1
388,01507,Charlton,MA,Worcester County,42.13,-71.96
389,01508,Charlton City,MA,Worcester County,42.13,-71.96
390,01509,Charlton Depot,MA,Worcester County,42.13,-71.96
391,01510,Clinton,MA,Worcester County,42.41,-71.68
392,01515,East Brookfield,MA,Worcester County,42.22,-72.04
393,01516,Douglas,MA,Worcester County,42.05,-71.73
395,01518,Fiskdale,MA,Worcester County,42.12,-72.11
396,01519,Grafton,MA,Worcester County,42.2,-71.68
397,01520,Holden,MA,Worcester County,42.35,-71.85
398,01521,Holland,MA,Hampden County,42.05,-72.15
399,01522,Jefferson,MA,Worcester County,42.38,-71.87
400,01523,Lancaster,MA,Worcester County,42.45,-71.66
401,01524,Leicester,MA,Worcester County,42.25,-71.9
402,01525,Linwood,MA,Worcester County,42.11,-71.63
403,01526,Manchaug,MA,Worcester County,42.12,-71.76
404,01527,Millbury,MA,Worcester County,42.19,-71.76
405,01529,Millville,MA,Worcester County,42.03,-71.58
406,01531,New Braintree,MA,Worcester County,42.31,-72.13
407,01532,Northborough,MA,Worcester County,42.31,-71.64
408,01534,Northbridge,MA,Worcester County,42.15,-71.65
409,01535,North Brookfield,MA,Worcester County,42.27,-72.08
410,01536,North Grafton,MA,Worcester County,42.23,-71.69
411,01537,North Oxford,MA,Worcester County,42.16,-71.88
412,01538,North Uxbridge,MA,Worcester County,42.05,-71.64
413,01540,Oxford,MA,Worcester County,42.11,-71.87
414,01541,Princeton,MA,Worcester County,42.45,-71.86
415,01542,Rochdale,MA,Worcester County,42.2,-71.9
416,01543,Rutland,MA,Worcester County,42.36,-71.95
417,01545,Shrewsbury,MA,Worcester County,42.3,-71.71
418,01546,Shrewsbury,MA,Worcester County,42.3,-71.71
419,01550,Southbridge,MA,Worcester County,42.08,-72.03
420,01560,South Grafton,MA,Worcester County,42.17,-71.68
421,01561,South Lancaster,MA,Worcester County,42.44,-71.69
422,01562,Spencer,MA,Worcester County,42.24,-71.99
423,01564,Sterling,MA,Worcester County,42.43,-71.75
424,01566,Sturbridge,MA,Worcester County,42.09,-72.06
425,01568,Upton,MA,Worcester County,42.17,-71.61
426,01569,Uxbridge,MA,Worcester County,42.08,-71.6
427,01570,Webster,MA,Worcester County,42.04,-71.87
428,01571,Dudley,MA,Worcester County,42.05,-71.93
430,01581,Westborough,MA,Worcester County,42.26,-71.61
432,01583,West Boylston,MA,Worcester County,42.36,-71.78
433,01585,West Brookfield,MA,Worcester County,42.23,-72.14
434,01586,West Millbury,MA,Worcester County,42.19,-71.76
435,01588,Whitinsville,MA,Worcester County,42.11,-71.67
436,01590,Sutton,MA,Worcester County,42.15,-71.76
437,01601,Worcester,MA,Worcester County,42.26,-71.8
438,01602,Worcester,MA,Worcester County,42.27,-71.85
439,01603,Worcester,MA,Worcester County,42.24,-71.84
440,01604,Worcester,MA,Worcester County,42.25,-71.77
441,01605,Worcester,MA,Worcester County,42.29,-71.79
442,01606,Worcester,MA,Worcester County,42.32,-71.8
443,01607,Worcester,MA,Worcester County,42.23,-71.79
444,01608,Worcester,MA,Worcester County,42.26,-71.8
445,01609,Worcester,MA,Worcester County,42.29,-71.83
446,01610,Worcester,MA,Worcester County,42.25,-71.81
447,01611,Cherry Valley,MA,Worcester County,42.23,-71.87
448,01612,Paxton,MA,Worcester County,42.31,-71.93
449,01613,Worcester,MA,Worcester County,42.26,-71.8
450,01614,Worcester,MA,Worcester County,42.26,-71.8
451,01615,Worcester,MA,Worcester County,42.26,-71.8
452,01653,Worcester,MA,Worcester County,42.26,-71.8
454,01655,Worcester,MA,Worcester County,42.26,-71.8
455,01701,Framingham,MA,Middlesex County,42.3,-71.43
456,01702,Framingham,MA,Middlesex County,42.28,-71.44
457,01703,Framingham,MA,Middlesex County,42.3,-71.43
458,01704,Framingham,MA,Middlesex County,42.3,-71.43
459,01705,Framingham,MA,Middlesex County,42.3,-71.43
460,01718,Acton,MA,Middlesex County,42.52,-71.43
461,01719,Boxborough,MA,Middlesex County,42.5,-71.5
462,01720,Acton,MA,Middlesex County,42.48,-71.46
463,01721,Ashland,MA,Middlesex County,42.25,-71.46
464,01730,Bedford,MA,Middlesex County,42.48,-71.26
465,01731,Hanscom AFB,MA,Middlesex County,42.46,-71.28
466,01740,Bolton,MA,Worcester County,42.43,-71.6
467,01741,Carlisle,MA,Middlesex County,42.53,-71.35
468,01742,Concord,MA,Middlesex County,42.45,-71.35
469,01745,Fayville,MA,Worcester County,42.29,-71.5
470,01746,Holliston,MA,Middlesex County,42.2,-71.43
471,01747,Hopedale,MA,Worcester County,42.12,-71.54
472,01748,Hopkinton,MA,Middlesex County,42.22,-71.52
473,01749,Hudson,MA,Middlesex County,42.39,-71.56
474,01752,Marlborough,MA,Middlesex County,42.34,-71.54
475,01754,Maynard,MA,Middlesex County,42.42,-71.45
476,01756,Mendon,MA,Worcester County,42.1,-71.55
477,01757,Milford,MA,Worcester County,42.14,-71.51
478,01760,Natick,MA,Middlesex County,42.28,-71.35
479,01770,Sherborn,MA,Middlesex County,42.23,-71.36
480,01772,Southborough,MA,Worcester County,42.3,-71.51
481,01773,Lincoln,MA,Middlesex County,42.41,-71.3
